RX Date/Time,Mask Temp(field 1),Room Temp(field 2),Delta(field 3),Tank Temp(field 4)
2022/07/15/ 16:22:16::343,Temp Test,11.375,21.75,1.4375,10.375
2022/07/15/ 16:22:21::407,Temp Test,11.4375,21.75,1.4375,10.3125
2022/07/15/ 16:22:26::471,Temp Test,11.4375,21.75,1.4375,10.3125
2022/07/15/ 16:22:31::536,Temp Test,11.4375,21.6875,1.4375,10.25
2022/07/15/ 16:22:36::601,Temp Test,11.4375,21.75,1.5,10.3125
2022/07/15/ 16:22:41::665,Temp Test,11.375,21.75,1.5,10.375
2022/07/15/ 16:22:46::729,Temp Test,11.4375,21.75,1.5,10.3125
2022/07/15/ 16:22:51::792,Temp Test,11.375,21.75,1.5,10.375
2022/07/15/ 16:22:56::856,Temp Test,11.375,21.6875,1.5,10.3125
2022/07/15/ 16:23:01::920,Temp Test,11.375,21.75,1.5625,10.375
2022/07/15/ 16:23:06::984,Temp Test,11.375,21.6875,1.5,10.3125
2022/07/15/ 16:23:12::048,Temp Test,11.375,21.6875,1.5625,10.3125
2022/07/15/ 16:23:17::112,Temp Test,11.4375,21.6875,1.5625,10.25
2022/07/15/ 16:23:22::177,Temp Test,11.375,21.6875,1.5625,10.3125
2022/07/15/ 16:23:27::240,Temp Test,11.375,21.6875,1.5625,10.3125
2022/07/15/ 16:23:32::304,Temp Test,11.375,21.6875,1.5,10.3125
2022/07/15/ 16:23:37::368,Temp Test,11.4375,21.6875,1.5625,10.25
2022/07/15/ 16:23:42::432,Temp Test,11.375,21.6875,1.5625,10.3125
2022/07/15/ 16:23:47::496,Temp Test,11.375,21.6875,1.5625,10.3125
2022/07/15/ 16:23:52::559,Temp Test,11.4375,21.6875,1.625,10.25
2022/07/15/ 16:23:57::623,Temp Test,11.4375,21.6875,1.625,10.25
2022/07/15/ 16:24:02::689,Temp Test,11.4375,21.6875,1.625,10.25
2022/07/15/ 16:24:07::754,Temp Test,11.4375,21.6875,1.6875,10.25
2022/07/15/ 16:24:12::820,Temp Test,11.4375,21.6875,1.6875,10.25
2022/07/15/ 16:24:17::882,Temp Test,11.4375,21.6875,1.625,10.25
2022/07/15/ 16:24:22::946,Temp Test,11.375,21.6875,1.625,10.3125
2022/07/15/ 16:24:28::010,Temp Test,11.4375,21.6875,1.6875,10.25
2022/07/15/ 16:24:33::074,Temp Test,11.4375,21.625,1.625,10.1875
2022/07/15/ 16:24:38::137,Temp Test,11.375,21.6875,1.6875,10.3125
2022/07/15/ 16:24:43::201,Temp Test,11.375,21.6875,1.75,10.3125
2022/07/15/ 16:24:48::265,Temp Test,11.4375,21.625,1.6875,10.1875
2022/07/15/ 16:24:53::329,Temp Test,11.4375,21.6875,1.75,10.25
2022/07/15/ 16:24:58::394,Temp Test,11.4375,21.625,1.6875,10.1875
2022/07/15/ 16:25:03::457,Temp Test,11.4375,21.6875,1.75,10.25
2022/07/15/ 16:25:08::521,Temp Test,11.4375,21.6875,1.75,10.25
2022/07/15/ 16:25:13::585,Temp Test,11.4375,21.625,1.75,10.1875
2022/07/15/ 16:25:18::649,Temp Test,11.5,21.6875,1.75,10.1875
2022/07/15/ 16:25:23::713,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:25:28::777,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:25:33::842,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:25:38::907,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:25:43::971,Temp Test,11.5,21.6875,1.75,10.1875
2022/07/15/ 16:25:49::035,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:25:54::099,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:25:59::163,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:26:04::226,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:26:09::290,Temp Test,11.5,21.6875,1.8125,10.1875
2022/07/15/ 16:26:14::354,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:26:19::423,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:26:24::481,Temp Test,11.5,21.75,1.875,10.25
2022/07/15/ 16:26:29::545,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:26:34::610,Temp Test,11.5,21.6875,1.875,10.1875
2022/07/15/ 16:26:39::674,Temp Test,11.5,21.6875,1.9375,10.1875
2022/07/15/ 16:26:44::738,Temp Test,11.5,21.6875,1.9375,10.1875
2022/07/15/ 16:26:49::801,Temp Test,11.5,21.75,1.9375,10.25
2022/07/15/ 16:26:54::865,Temp Test,11.5625,21.75,2.0,10.1875
2022/07/15/ 16:26:59::929,Temp Test,11.5,21.75,2.0,10.25
2022/07/15/ 16:27:04::993,Temp Test,11.5625,21.75,2.0,10.1875
2022/07/15/ 16:27:10::059,Temp Test,11.5625,21.75,2.0,10.1875
2022/07/15/ 16:27:15::127,Temp Test,11.5,21.75,2.0,10.25
2022/07/15/ 16:27:20::187,Temp Test,11.5,21.6875,2.0,10.1875
2022/07/15/ 16:27:25::250,Temp Test,11.5,21.75,2.0,10.25
2022/07/15/ 16:27:30::315,Temp Test,11.5,21.75,2.0625,10.25
2022/07/15/ 16:27:35::378,Temp Test,11.5,21.75,2.0,10.25
2022/07/15/ 16:27:40::443,Temp Test,11.5625,21.75,2.0,10.1875
2022/07/15/ 16:27:45::507,Temp Test,11.5625,21.75,2.0625,10.1875
2022/07/15/ 16:27:50::571,Temp Test,11.5625,21.75,2.0625,10.1875
2022/07/15/ 16:27:55::635,Temp Test,11.5625,21.75,2.0625,10.1875
2022/07/15/ 16:28:00::699,Temp Test,11.5625,21.6875,2.125,10.125
2022/07/15/ 16:28:05::763,Temp Test,11.5625,21.75,2.125,10.1875
2022/07/15/ 16:28:10::827,Temp Test,11.5625,21.75,2.125,10.1875
2022/07/15/ 16:28:15::891,Temp Test,11.5625,21.6875,2.125,10.125
2022/07/15/ 16:28:20::955,Temp Test,11.5625,21.6875,2.125,10.125
2022/07/15/ 16:28:26::026,Temp Test,11.5625,21.6875,2.125,10.125
2022/07/15/ 16:28:31::082,Temp Test,11.625,21.75,2.125,10.125
2022/07/15/ 16:28:36::146,Temp Test,11.5625,21.6875,2.1875,10.125
2022/07/15/ 16:28:41::210,Temp Test,11.625,21.6875,2.1875,10.0625
2022/07/15/ 16:28:46::276,Temp Test,11.5625,21.6875,2.25,10.125
2022/07/15/ 16:28:51::340,Temp Test,11.625,21.6875,2.25,10.0625
2022/07/15/ 16:28:56::405,Temp Test,11.5625,21.6875,2.1875,10.125
2022/07/15/ 16:29:01::469,Temp Test,11.625,21.6875,2.1875,10.0625
2022/07/15/ 16:29:06::533,Temp Test,11.625,21.6875,2.25,10.0625
2022/07/15/ 16:29:11::597,Temp Test,11.625,21.6875,2.25,10.0625
2022/07/15/ 16:29:16::661,Temp Test,11.5625,21.75,2.25,10.1875
2022/07/15/ 16:29:21::725,Temp Test,11.625,21.6875,2.3125,10.0625
2022/07/15/ 16:29:26::788,Temp Test,11.6875,21.6875,2.3125,10.0
2022/07/15/ 16:29:31::852,Temp Test,11.6875,21.6875,2.3125,10.0
2022/07/15/ 16:29:36::921,Temp Test,11.6875,21.6875,2.3125,10.0
2022/07/15/ 16:29:41::981,Temp Test,11.625,21.6875,2.375,10.0625
2022/07/15/ 16:29:47::044,Temp Test,11.6875,21.75,2.375,10.0625
2022/07/15/ 16:29:52::108,Temp Test,11.6875,21.6875,2.375,10.0
2022/07/15/ 16:29:57::172,Temp Test,11.6875,21.6875,2.375,10.0
2022/07/15/ 16:30:02::235,Temp Test,11.6875,21.6875,2.4375,10.0
2022/07/15/ 16:30:07::299,Temp Test,11.6875,21.6875,2.4375,10.0
2022/07/15/ 16:30:12::363,Temp Test,11.6875,21.6875,2.4375,10.0
2022/07/15/ 16:30:17::428,Temp Test,11.6875,21.6875,2.5,10.0
2022/07/15/ 16:30:22::493,Temp Test,11.75,21.6875,2.5,9.9375
2022/07/15/ 16:30:27::557,Temp Test,11.75,21.6875,2.5,9.9375
2022/07/15/ 16:30:32::621,Temp Test,11.75,21.6875,2.5,9.9375
2022/07/15/ 16:30:37::685,Temp Test,11.75,21.6875,2.5,9.9375
2022/07/15/ 16:30:42::748,Temp Test,11.75,21.6875,2.5,9.9375
2022/07/15/ 16:30:47::812,Temp Test,11.75,21.6875,2.5625,9.9375
2022/07/15/ 16:30:52::876,Temp Test,11.8125,21.6875,2.5625,9.875
2022/07/15/ 16:30:57::941,Temp Test,11.75,21.6875,2.5625,9.9375
2022/07/15/ 16:31:03::005,Temp Test,11.75,21.6875,2.5625,9.9375
2022/07/15/ 16:31:08::069,Temp Test,11.8125,21.6875,2.625,9.875
2022/07/15/ 16:31:13::133,Temp Test,11.8125,21.6875,2.5625,9.875
2022/07/15/ 16:31:18::197,Temp Test,11.8125,21.6875,2.5625,9.875
2022/07/15/ 16:31:23::261,Temp Test,11.8125,21.6875,2.625,9.875
2022/07/15/ 16:31:28::325,Temp Test,11.8125,21.6875,2.625,9.875
2022/07/15/ 16:31:33::389,Temp Test,11.8125,21.6875,2.6875,9.875
2022/07/15/ 16:31:38::453,Temp Test,11.8125,21.75,2.6875,9.9375
2022/07/15/ 16:31:43::519,Temp Test,11.875,21.6875,2.6875,9.8125
2022/07/15/ 16:31:48::582,Temp Test,11.8125,21.6875,2.75,9.875
2022/07/15/ 16:31:53::645,Temp Test,11.8125,21.6875,2.75,9.875
2022/07/15/ 16:31:58::710,Temp Test,11.8125,21.6875,2.6875,9.875
2022/07/15/ 16:32:03::774,Temp Test,11.875,21.6875,2.8125,9.8125
2022/07/15/ 16:32:08::838,Temp Test,11.8125,21.75,2.8125,9.9375
2022/07/15/ 16:32:13::902,Temp Test,11.875,21.6875,2.8125,9.8125
2022/07/15/ 16:32:18::966,Temp Test,11.875,21.75,2.8125,9.875
2022/07/15/ 16:32:24::030,Temp Test,11.875,21.6875,2.8125,9.8125
2022/07/15/ 16:32:29::095,Temp Test,11.875,21.6875,2.8125,9.8125
2022/07/15/ 16:32:34::158,Temp Test,11.875,21.6875,2.8125,9.8125
2022/07/15/ 16:32:39::222,Temp Test,11.9375,21.6875,2.875,9.75
2022/07/15/ 16:32:44::286,Temp Test,11.875,21.6875,2.875,9.8125
2022/07/15/ 16:32:49::349,Temp Test,11.875,21.75,2.875,9.875
2022/07/15/ 16:32:54::414,Temp Test,11.9375,21.75,2.9375,9.8125
2022/07/15/ 16:32:59::478,Temp Test,11.9375,21.75,2.875,9.8125
2022/07/15/ 16:33:04::542,Temp Test,11.875,21.75,2.9375,9.875
2022/07/15/ 16:33:09::606,Temp Test,11.9375,21.6875,2.9375,9.75
2022/07/15/ 16:33:14::669,Temp Test,11.9375,21.6875,3.0,9.75
2022/07/15/ 16:33:19::735,Temp Test,11.9375,21.6875,2.9375,9.75
2022/07/15/ 16:33:24::798,Temp Test,11.9375,21.75,3.0,9.8125
2022/07/15/ 16:33:29::862,Temp Test,11.875,21.6875,3.0,9.8125
2022/07/15/ 16:33:34::926,Temp Test,11.9375,21.75,3.0625,9.8125
2022/07/15/ 16:33:39::991,Temp Test,11.9375,21.75,3.0625,9.8125
2022/07/15/ 16:33:45::055,Temp Test,11.9375,21.75,3.0625,9.8125
2022/07/15/ 16:33:50::134,Temp Test,11.9375,21.6875,3.0625,9.75
2022/07/15/ 16:33:55::183,Temp Test,12.0,21.6875,3.0625,9.6875
2022/07/15/ 16:34:00::247,Temp Test,12.0,21.6875,3.125,9.6875
2022/07/15/ 16:34:05::310,Temp Test,11.9375,21.75,3.125,9.8125
2022/07/15/ 16:34:10::374,Temp Test,12.0,21.6875,3.125,9.6875
2022/07/15/ 16:34:15::438,Temp Test,12.0,21.6875,3.1875,9.6875
2022/07/15/ 16:34:20::502,Temp Test,12.0,21.6875,3.125,9.6875
2022/07/15/ 16:34:25::566,Temp Test,12.0,21.6875,3.1875,9.6875
2022/07/15/ 16:34:30::630,Temp Test,12.0,21.75,3.1875,9.75
2022/07/15/ 16:34:35::694,Temp Test,12.0,21.6875,3.1875,9.6875
2022/07/15/ 16:34:40::757,Temp Test,12.0,21.75,3.25,9.75
2022/07/15/ 16:34:45::821,Temp Test,12.0,21.75,3.25,9.75
2022/07/15/ 16:34:50::885,Temp Test,12.0,21.75,3.25,9.75
2022/07/15/ 16:34:55::951,Temp Test,12.0625,21.75,3.25,9.6875
2022/07/15/ 16:35:01::021,Temp Test,12.0625,21.75,3.3125,9.6875
2022/07/15/ 16:35:06::079,Temp Test,12.0625,21.75,3.3125,9.6875
2022/07/15/ 16:35:11::142,Temp Test,12.0,21.75,3.3125,9.75
2022/07/15/ 16:35:16::206,Temp Test,12.0,21.75,3.3125,9.75
2022/07/15/ 16:35:21::270,Temp Test,12.0625,21.75,3.3125,9.6875
2022/07/15/ 16:35:26::335,Temp Test,12.0625,21.75,3.375,9.6875
2022/07/15/ 16:35:31::399,Temp Test,12.0625,21.75,3.375,9.6875
2022/07/15/ 16:35:36::463,Temp Test,12.0625,21.75,3.375,9.6875
2022/07/15/ 16:35:41::527,Temp Test,12.0625,21.75,3.375,9.6875
2022/07/15/ 16:35:46::590,Temp Test,12.0625,21.75,3.4375,9.6875
2022/07/15/ 16:35:51::654,Temp Test,12.125,21.75,3.4375,9.625
2022/07/15/ 16:35:56::719,Temp Test,12.125,21.75,3.4375,9.625
2022/07/15/ 16:36:01::782,Temp Test,12.125,21.75,3.4375,9.625
2022/07/15/ 16:36:06::845,Temp Test,12.125,21.75,3.5,9.625
2022/07/15/ 16:36:11::910,Temp Test,12.125,21.75,3.4375,9.625
2022/07/15/ 16:36:16::974,Temp Test,12.125,21.75,3.5,9.625
2022/07/15/ 16:36:22::038,Temp Test,12.125,21.75,3.5,9.625
2022/07/15/ 16:36:27::102,Temp Test,12.125,21.75,3.5625,9.625
2022/07/15/ 16:36:32::168,Temp Test,12.125,21.75,3.5625,9.625
2022/07/15/ 16:36:37::231,Temp Test,12.125,21.75,3.5625,9.625
2022/07/15/ 16:36:42::295,Temp Test,12.125,21.75,3.5625,9.625
2022/07/15/ 16:36:47::359,Temp Test,12.125,21.75,3.625,9.625
2022/07/15/ 16:36:52::424,Temp Test,12.1875,21.75,3.625,9.5625
2022/07/15/ 16:36:57::488,Temp Test,12.1875,21.75,3.625,9.5625
2022/07/15/ 16:37:02::552,Temp Test,12.1875,21.75,3.625,9.5625
2022/07/15/ 16:37:07::621,Temp Test,12.1875,21.75,3.625,9.5625
2022/07/15/ 16:37:12::680,Temp Test,12.1875,21.75,3.6875,9.5625
2022/07/15/ 16:37:17::744,Temp Test,12.1875,21.6875,3.6875,9.5
2022/07/15/ 16:37:22::808,Temp Test,12.1875,21.75,3.6875,9.5625
2022/07/15/ 16:37:27::871,Temp Test,12.1875,21.75,3.6875,9.5625
2022/07/15/ 16:37:32::935,Temp Test,12.1875,21.75,3.75,9.5625
2022/07/15/ 16:37:37::998,Temp Test,12.25,21.75,3.75,9.5
2022/07/15/ 16:37:43::063,Temp Test,12.25,21.75,3.75,9.5
2022/07/15/ 16:37:48::132,Temp Test,12.25,21.75,3.75,9.5
2022/07/15/ 16:37:53::191,Temp Test,12.25,21.75,3.8125,9.5
2022/07/15/ 16:37:58::255,Temp Test,12.25,21.75,3.8125,9.5
2022/07/15/ 16:38:03::320,Temp Test,12.25,21.75,3.8125,9.5
2022/07/15/ 16:38:08::384,Temp Test,12.25,21.75,3.8125,9.5
2022/07/15/ 16:38:13::448,Temp Test,12.25,21.75,3.8125,9.5
2022/07/15/ 16:38:18::511,Temp Test,12.25,21.75,3.875,9.5
2022/07/15/ 16:38:23::576,Temp Test,12.3125,21.6875,3.875,9.375
2022/07/15/ 16:38:28::642,Temp Test,12.3125,21.75,3.875,9.4375
2022/07/15/ 16:38:33::706,Temp Test,12.3125,21.6875,3.9375,9.375
2022/07/15/ 16:38:38::769,Temp Test,12.3125,21.6875,3.9375,9.375
2022/07/15/ 16:38:43::834,Temp Test,12.3125,21.75,3.9375,9.4375
2022/07/15/ 16:38:48::897,Temp Test,12.3125,21.75,3.9375,9.4375
2022/07/15/ 16:38:53::961,Temp Test,12.3125,21.75,4.0,9.4375
2022/07/15/ 16:38:59::025,Temp Test,12.375,21.75,3.9375,9.375
2022/07/15/ 16:39:04::089,Temp Test,12.375,21.75,4.0,9.375
2022/07/15/ 16:39:09::152,Temp Test,12.375,21.75,4.0,9.375
2022/07/15/ 16:39:14::220,Temp Test,12.375,21.75,4.0625,9.375
2022/07/15/ 16:39:19::280,Temp Test,12.375,21.75,4.0,9.375
2022/07/15/ 16:39:24::344,Temp Test,12.375,21.75,4.0625,9.375
2022/07/15/ 16:39:29::409,Temp Test,12.375,21.75,4.0625,9.375
2022/07/15/ 16:39:34::473,Temp Test,12.4375,21.75,4.0625,9.3125
2022/07/15/ 16:39:39::538,Temp Test,12.375,21.8125,4.125,9.4375
2022/07/15/ 16:39:44::602,Temp Test,12.4375,21.75,4.125,9.3125
2022/07/15/ 16:39:49::666,Temp Test,12.4375,21.75,4.125,9.3125
2022/07/15/ 16:39:54::730,Temp Test,12.4375,21.75,4.125,9.3125
2022/07/15/ 16:39:59::793,Temp Test,12.4375,21.8125,4.125,9.375
2022/07/15/ 16:40:04::857,Temp Test,12.4375,21.75,4.1875,9.3125
2022/07/15/ 16:40:09::921,Temp Test,12.4375,21.75,4.1875,9.3125
2022/07/15/ 16:40:14::986,Temp Test,12.5,21.75,4.1875,9.25
2022/07/15/ 16:40:20::050,Temp Test,12.4375,21.75,4.1875,9.3125
2022/07/15/ 16:40:25::114,Temp Test,12.4375,21.75,4.25,9.3125
2022/07/15/ 16:40:30::177,Temp Test,12.5,21.75,4.25,9.25
2022/07/15/ 16:40:35::241,Temp Test,12.4375,21.75,4.25,9.3125
2022/07/15/ 16:40:40::305,Temp Test,12.4375,21.75,4.3125,9.3125
2022/07/15/ 16:40:45::369,Temp Test,12.4375,21.6875,4.3125,9.25
2022/07/15/ 16:40:50::432,Temp Test,12.5,21.75,4.3125,9.25
2022/07/15/ 16:40:55::497,Temp Test,12.5,21.75,4.375,9.25
2022/07/15/ 16:41:00::561,Temp Test,12.5,21.75,4.3125,9.25
2022/07/15/ 16:41:05::626,Temp Test,12.5,21.75,4.3125,9.25
2022/07/15/ 16:41:10::689,Temp Test,12.5,21.75,4.3125,9.25
2022/07/15/ 16:41:15::754,Temp Test,12.5,21.75,4.375,9.25
2022/07/15/ 16:41:20::818,Temp Test,12.5,21.75,4.375,9.25
2022/07/15/ 16:41:25::882,Temp Test,12.5625,21.75,4.375,9.1875
2022/07/15/ 16:41:30::946,Temp Test,12.5625,21.75,4.4375,9.1875
2022/07/15/ 16:41:36::010,Temp Test,12.5,21.75,4.4375,9.25
2022/07/15/ 16:41:41::074,Temp Test,12.5625,21.75,4.4375,9.1875
2022/07/15/ 16:41:46::137,Temp Test,12.5,21.75,4.4375,9.25
2022/07/15/ 16:41:51::203,Temp Test,12.5625,21.75,4.4375,9.1875
2022/07/15/ 16:41:56::266,Temp Test,12.5,21.75,4.4375,9.25
2022/07/15/ 16:42:01::330,Temp Test,12.5625,21.8125,4.5,9.25
2022/07/15/ 16:42:06::394,Temp Test,12.625,21.8125,4.5,9.1875
2022/07/15/ 16:42:11::458,Temp Test,12.5625,21.75,4.5625,9.1875
2022/07/15/ 16:42:16::522,Temp Test,12.5625,21.75,4.5625,9.1875
2022/07/15/ 16:42:21::586,Temp Test,12.625,21.75,4.5625,9.125
2022/07/15/ 16:42:26::649,Temp Test,12.625,21.75,4.5625,9.125
2022/07/15/ 16:42:31::713,Temp Test,12.5625,21.75,4.5625,9.1875
2022/07/15/ 16:42:36::777,Temp Test,12.625,21.75,4.625,9.125
2022/07/15/ 16:42:41::842,Temp Test,12.625,21.8125,4.625,9.1875
2022/07/15/ 16:42:46::907,Temp Test,12.625,21.75,4.625,9.125
2022/07/15/ 16:42:51::971,Temp Test,12.625,21.75,4.625,9.125
2022/07/15/ 16:42:57::035,Temp Test,12.6875,21.8125,4.625,9.125
2022/07/15/ 16:43:02::099,Temp Test,12.6875,21.8125,4.6875,9.125
2022/07/15/ 16:43:07::163,Temp Test,12.6875,21.75,4.625,9.0625
2022/07/15/ 16:43:12::227,Temp Test,12.6875,21.75,4.6875,9.0625
2022/07/15/ 16:43:17::291,Temp Test,12.6875,21.8125,4.6875,9.125
2022/07/15/ 16:43:22::355,Temp Test,12.6875,21.8125,4.75,9.125
2022/07/15/ 16:43:27::419,Temp Test,12.6875,21.8125,4.6875,9.125
2022/07/15/ 16:43:32::483,Temp Test,12.6875,21.75,4.75,9.0625
2022/07/15/ 16:43:37::547,Temp Test,12.6875,21.8125,4.75,9.125
2022/07/15/ 16:43:42::612,Temp Test,12.6875,21.8125,4.8125,9.125
2022/07/15/ 16:43:47::675,Temp Test,12.6875,21.8125,4.8125,9.125
2022/07/15/ 16:43:52::739,Temp Test,12.6875,21.8125,4.75,9.125
2022/07/15/ 16:43:57::803,Temp Test,12.6875,21.75,4.8125,9.0625
2022/07/15/ 16:44:02::867,Temp Test,12.75,21.8125,4.8125,9.0625
2022/07/15/ 16:44:07::931,Temp Test,12.75,21.8125,4.875,9.0625
2022/07/15/ 16:44:12::994,Temp Test,12.75,21.75,4.875,9.0
2022/07/15/ 16:44:18::059,Temp Test,12.75,21.8125,4.875,9.0625
2022/07/15/ 16:44:23::130,Temp Test,12.75,21.8125,4.875,9.0625
2022/07/15/ 16:44:28::189,Temp Test,12.75,21.8125,4.875,9.0625
2022/07/15/ 16:44:33::252,Temp Test,12.75,21.75,4.875,9.0
2022/07/15/ 16:44:38::319,Temp Test,12.75,21.8125,4.9375,9.0625
2022/07/15/ 16:44:43::380,Temp Test,12.75,21.8125,4.9375,9.0625
2022/07/15/ 16:44:48::444,Temp Test,12.75,21.75,4.9375,9.0
2022/07/15/ 16:44:53::508,Temp Test,12.75,21.75,4.9375,9.0
2022/07/15/ 16:44:58::571,Temp Test,12.75,21.75,5.0,9.0
2022/07/15/ 16:45:03::636,Temp Test,12.8125,21.75,5.0,8.9375
2022/07/15/ 16:45:08::700,Temp Test,12.75,21.75,5.0,9.0
2022/07/15/ 16:45:13::764,Temp Test,12.75,21.75,5.0625,9.0
2022/07/15/ 16:45:18::828,Temp Test,12.75,21.75,5.0625,9.0
2022/07/15/ 16:45:23::893,Temp Test,12.8125,21.75,5.0625,8.9375
2022/07/15/ 16:45:28::956,Temp Test,12.8125,21.75,5.0625,8.9375
2022/07/15/ 16:45:34::021,Temp Test,12.8125,21.75,5.0625,8.9375
2022/07/15/ 16:45:39::084,Temp Test,12.875,21.75,5.125,8.875
2022/07/15/ 16:45:44::148,Temp Test,12.8125,21.75,5.125,8.9375
2022/07/15/ 16:45:49::212,Temp Test,12.8125,21.75,5.0625,8.9375
2022/07/15/ 16:45:54::277,Temp Test,12.875,21.8125,5.125,8.9375
2022/07/15/ 16:45:59::342,Temp Test,12.875,21.75,5.125,8.875
2022/07/15/ 16:46:04::406,Temp Test,12.875,21.75,5.125,8.875
2022/07/15/ 16:46:09::470,Temp Test,12.875,21.8125,5.125,8.9375
2022/07/15/ 16:46:14::534,Temp Test,12.875,21.8125,5.1875,8.9375
2022/07/15/ 16:46:19::598,Temp Test,12.875,21.8125,5.1875,8.9375
2022/07/15/ 16:46:24::662,Temp Test,12.875,21.8125,5.25,8.9375
2022/07/15/ 16:46:29::726,Temp Test,12.875,21.75,5.25,8.875
2022/07/15/ 16:46:34::790,Temp Test,12.875,21.75,5.25,8.875
2022/07/15/ 16:46:39::853,Temp Test,12.875,21.75,5.25,8.875
2022/07/15/ 16:46:44::919,Temp Test,12.9375,21.75,5.25,8.8125
2022/07/15/ 16:46:49::982,Temp Test,12.9375,21.75,5.25,8.8125
2022/07/15/ 16:46:55::046,Temp Test,12.9375,21.75,5.3125,8.8125
2022/07/15/ 16:47:00::110,Temp Test,12.9375,21.75,5.3125,8.8125
2022/07/15/ 16:47:05::174,Temp Test,13.0,21.75,5.3125,8.75
2022/07/15/ 16:47:10::237,Temp Test,13.0,21.75,5.375,8.75
2022/07/15/ 16:47:15::302,Temp Test,13.0,21.75,5.375,8.75
2022/07/15/ 16:47:20::365,Temp Test,13.0,21.75,5.375,8.75
2022/07/15/ 16:47:25::429,Temp Test,13.0,21.75,5.375,8.75
2022/07/15/ 16:47:30::495,Temp Test,13.0,21.75,5.375,8.75
2022/07/15/ 16:47:35::560,Temp Test,13.0625,21.75,5.3125,8.6875
2022/07/15/ 16:47:40::624,Temp Test,13.0625,21.75,5.4375,8.6875
2022/07/15/ 16:47:45::688,Temp Test,13.125,21.75,5.4375,8.625
2022/07/15/ 16:47:50::752,Temp Test,13.125,21.75,5.4375,8.625
2022/07/15/ 16:47:55::815,Temp Test,13.125,21.75,5.4375,8.625
2022/07/15/ 16:48:00::879,Temp Test,13.1875,21.75,5.5,8.5625
2022/07/15/ 16:48:05::943,Temp Test,13.1875,21.75,5.4375,8.5625
2022/07/15/ 16:48:11::007,Temp Test,13.1875,21.75,5.5,8.5625
2022/07/15/ 16:48:16::070,Temp Test,13.25,21.75,5.5,8.5
2022/07/15/ 16:48:21::135,Temp Test,13.25,21.75,5.5,8.5
2022/07/15/ 16:48:26::199,Temp Test,13.3125,21.75,5.5,8.4375
2022/07/15/ 16:48:31::263,Temp Test,13.25,21.8125,5.5625,8.5625
2022/07/15/ 16:48:36::327,Temp Test,13.3125,21.8125,5.5625,8.5
2022/07/15/ 16:48:41::391,Temp Test,13.3125,21.8125,5.5625,8.5
2022/07/15/ 16:48:46::455,Temp Test,13.375,21.8125,5.625,8.4375
2022/07/15/ 16:48:51::520,Temp Test,13.375,21.75,5.625,8.375
2022/07/15/ 16:48:56::582,Temp Test,13.375,21.75,5.6875,8.375
2022/07/15/ 16:49:01::646,Temp Test,13.4375,21.75,5.6875,8.3125
2022/07/15/ 16:49:06::713,Temp Test,13.4375,21.8125,5.6875,8.375
2022/07/15/ 16:49:11::777,Temp Test,13.4375,21.75,5.625,8.3125
2022/07/15/ 16:49:16::841,Temp Test,13.5,21.8125,5.6875,8.3125
2022/07/15/ 16:49:21::905,Temp Test,13.5,21.8125,5.6875,8.3125
2022/07/15/ 16:49:26::969,Temp Test,13.5,21.8125,5.6875,8.3125
2022/07/15/ 16:49:32::032,Temp Test,13.5,21.8125,5.75,8.3125
2022/07/15/ 16:49:37::096,Temp Test,13.5625,21.8125,5.6875,8.25
2022/07/15/ 16:49:42::160,Temp Test,13.5625,21.8125,5.75,8.25
2022/07/15/ 16:49:47::224,Temp Test,13.5625,21.8125,5.75,8.25
2022/07/15/ 16:49:52::289,Temp Test,13.5625,21.8125,5.8125,8.25
2022/07/15/ 16:49:57::353,Temp Test,13.5625,21.8125,5.8125,8.25
2022/07/15/ 16:50:02::421,Temp Test,13.5625,21.8125,5.8125,8.25
2022/07/15/ 16:50:07::480,Temp Test,13.5625,21.8125,5.875,8.25
2022/07/15/ 16:50:12::544,Temp Test,13.5625,21.8125,5.875,8.25
2022/07/15/ 16:50:17::608,Temp Test,13.625,21.8125,5.8125,8.1875
2022/07/15/ 16:50:22::671,Temp Test,13.625,21.8125,5.875,8.1875
2022/07/15/ 16:50:27::736,Temp Test,13.625,21.8125,5.875,8.1875
2022/07/15/ 16:50:32::799,Temp Test,13.625,21.8125,5.875,8.1875
2022/07/15/ 16:50:37::865,Temp Test,13.625,21.8125,5.9375,8.1875
2022/07/15/ 16:50:42::929,Temp Test,13.625,21.8125,5.875,8.1875
2022/07/15/ 16:50:47::994,Temp Test,13.6875,21.8125,5.9375,8.125
2022/07/15/ 16:50:53::057,Temp Test,13.625,21.875,6.0,8.25
